name_code	kingdom	phylum	class	order	family	genus	specificEpithet	scientificName	infraspecies	scientificNameAuthorship	rank	iucn_code
202941	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Acalypha	hontauyuensis	Acalypha hontauyuensis		Keng, 1951	species	VU
203334	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Holarrhena	pubescens	Holarrhena pubescens		Wall. ex G. Don, 1837	species	LC
203600	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	reticulatum	Cinnamomum reticulatum		Hayata, 1911	species	VU
203589	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	brevipedunculatum	Cinnamomum brevipedunculatum		C. E. Chang, 1970	species	EN
204436	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Bretschneideraceae	Bretschneidera	sinensis	Bretschneidera sinensis		Hemsl., 1901	species	EN
203289	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Cyclobalanopsis	repandifolia	Cyclobalanopsis repandifolia		(Liao) Liao, 1971	species	CR
202780	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	pallidifolia	Euonymus pallidifolia		Hayata, 1913	species	CR
203988	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Berberidaceae	Mahonia	oiwakensis	Mahonia oiwakensis		Hayata, 1916	species	VU
204437	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Meliaceae	Aglaia	chittagonga	Aglaia chittagonga		Miq., 1868	species	VU
203271	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	kawakamii	Castanopsis kawakamii		Hayata, 1911	species	LRnt
202768	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Aquifoliaceae	Ilex	uraiensis	Ilex uraiensis		Mori & Yamamoto, 1932	species	EN
204759	Plantae	Magnoliophyta	Magnoliopsida	Theales	Guttiferae	Garcinia	linii	Garcinia linii		C. E. Chang, 1964	species	EN
203424	Plantae	Magnoliophyta	Magnoliopsida	Hamamelidales	Hamamelidaceae	Corylopsis	pauciflora	Corylopsis pauciflora		Sieb. & Zucc., 1835	species	DD
203427	Plantae	Magnoliophyta	Magnoliopsida	Hamamelidales	Hamamelidaceae	Distylium	gracile	Distylium gracile		Nakai, 1924	species	EN
204758	Plantae	Magnoliophyta	Magnoliopsida	Theales	Guttiferae	Calophyllum	inophyllum	Calophyllum inophyllum		L., 1753	species	LRlc
203599	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	osmophloeum	Cinnamomum osmophloeum		Kanehira, 1917	species	VU
203596	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	kotoense	Cinnamomum kotoense		Kanehira & Sasaki, 1930	species	CR
203598	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	micranthum	Cinnamomum micranthum		(Hayata) Hayata, 1913	species	LRcd
204483	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Sapindaceae	Eurycorymbus	cavaleriei	Eurycorymbus cavaleriei		(Levl.) Rehd. & Hand.-Mazz, 1934	species	LRnt
202887	Plantae	Magnoliophyta	Magnoliopsida	Ebenales	Symplocaceae	Symplocos	trichoclada	Symplocos trichoclada		Hayata, 1915	species	VU
203301	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Pasania	formosana	Pasania formosana		(Skan ex Forbes & Hemsl.) Schottky, 1912	species	CR
202883	Plantae	Magnoliophyta	Magnoliopsida	Ebenales	Symplocaceae	Symplocos	shilanensis	Symplocos shilanensis		Y. C. Liu & F. Y. Lu, 1977	species	EN
202900	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	kanehirai	Rhododendron kanehirai		Wilson, 1921	species	EW
204788	Plantae	Magnoliophyta	Magnoliopsida	Theales	Theaceae	Camellia	hengchunensis	Camellia hengchunensis		Chang, 1971	species	EN
202846	Plantae	Magnoliophyta	Magnoliopsida	Ebenales	Ebenaceae	Diospyros	kotoensis	Diospyros kotoensis		Yamazaki, 1974	species	EN
204451	Plantae	Magnoliophyta	Magnoliopsida	Rutales	Rutaceae	Citrus	taiwanica	Citrus taiwanica		Tanaka & Shimada, 1962	species	CR
204813	Plantae	Magnoliophyta	Magnoliopsida	Theales	Theaceae	Eurya	rengechiensis	Eurya rengechiensis		Yamamoto, 1933	species	EN
203658	Plantae	Magnoliophyta	Magnoliopsida	Lecythidales	Lecythidaceae	Barringtonia	asiatica	Barringtonia asiatica		(L.) Kurz, 1876	species	LRlc
204517	Plantae	Magnoliophyta	Magnoliopsida	Scrophulariales	Acanthaceae	Kudoacanthus	albo-nervosa	Kudoacanthus albo-nervosa		Hosok., 1933	species	EN
202852	Plantae	Magnoliophyta	Magnoliopsida	Ebenales	Ebenaceae	Diospyros	vaccinioides	Diospyros vaccinioides		Lindl., 1825	species	CR
204472	Plantae	Magnoliophyta	Magnoliopsida	Rutales	Rutaceae	Zanthoxylum	integrifoliolum	Zanthoxylum integrifoliolum		(Merr.) Merr., 1923	species	DD
202946	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Acalypha	suirenbiensis	Acalypha suirenbiensis		Yamamoto, 1933	species	VU
204634	Plantae	Magnoliophyta	Magnoliopsida	Scrophulariales	Scrophulariaceae	Paulownia	kawakamii	Paulownia kawakamii		Ito, 1912	species	CR
348248	Animalia	Arthropoda	Insecta	Odonata	Corduliidae	Macromia	urania	Macromia urania		Ris, 1916	species	LC
380171	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Larus	crassirostris	Larus crassirostris		Vieillot, 1818	species	LC
380240	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Phalaropus	lobatus	Phalaropus lobatus		(Linnaeus, 1758)	species	LC
380162	Animalia	Chordata	Aves	Ciconiiformes	Glareolidae	Glareola	maldivarum	Glareola maldivarum		Forster, 1795	species	LC
380313	Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	juncidis	Cisticola juncidis tinnabulans	tinnabulans	(Rafinesque, 1810)	subspecies	LC
380312	Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	exilis	Cisticola exilis volitans	volitans	(Vigors & Horsfield, 1827)	subspecies	LC
380323	Animalia	Chordata	Aves	Passeriformes	Corvidae	Dendrocitta	formosae	Dendrocitta formosae formosae	formosae	Swinhoe, 1863	subspecies	LC
380334	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pica	pica	Pica pica sericea	sericea	(Linnaeus, 1758)	subspecies	LC
380241	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Philomachus	pugnax	Philomachus pugnax		(Linnaeus, 1758)	species	LC
380299	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallinula	chloropus	Gallinula chloropus chloropus	chloropus	(Linnaeus, 1758)	subspecies	LC
380297	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	atra	Fulica atra atra	atra	Linnaeus, 1758	subspecies	LC
380329	Animalia	Chordata	Aves	Passeriformes	Corvidae	Nucifraga	caryocatactes	Nucifraga caryocatactes owstoni	owstoni	(Linnaeus, 1758)	subspecies	LC
380319	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	dauuricus	Corvus dauuricus		Pallas, 1776	species	LC
380509	Animalia	Chordata	Aves	Turniciformes	Turnicidae	Turnix	suscitator	Turnix suscitator rostratus	rostratus	(Gmelin, 1789)	subspecies	LC
380145	Animalia	Chordata	Aves	Ciconiiformes	Haematopodidae	Haematopus	ostralegus	Haematopus ostralegus osculans	osculans	Linnaeus, 1758	subspecies	LC
380298	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallicrex	cinerea	Gallicrex cinerea		(Gmelin, 1789)	species	LC
380308	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Alauda	gulgula	Alauda gulgula wattersi	wattersi	Franklin, 1831	subspecies	LC
380089	Animalia	Chordata	Aves	Anseriformes	Anatidae	Nettapus	coromandelianus	Nettapus coromandelianus coromandelianus	coromandelianus	(Gmelin, 1789)	subspecies	LC
380068	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	strepera	Anas strepera strepera	strepera	Linnaeus, 1758	subspecies	LC
380061	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	falcata	Anas falcata		Georgi, 1775	species	NT
380064	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	penelope	Anas penelope		(Linnaeus, 1758)	species	LC
380065	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	platyrhynchos	Anas platyrhynchos platyrhynchos	platyrhynchos	Linnaeus, 1758	subspecies	LC
380349	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	pusilla	Emberiza pusilla		Pallas, 1776	species	LC
380344	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	chrysophrys	Emberiza chrysophrys		Pallas, 1776	species	LC
380350	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	rustica	Emberiza rustica		Pallas, 1776	species	LC
380075	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	ferina	Aythya ferina		(Linnaeus, 1758)	species	LC
380074	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	baeri	Aythya baeri		(Radde, 1863)	species	VU
380459	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Bradypterus	alishanensis	Bradypterus alishanensis		Rasmussen et al., 2000	species	LC
380471	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Locustella	lanceolata	Locustella lanceolata lanceolata	lanceolata	(Temminck, 1840)	subspecies	LC
380371	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	tigrinus	Lanius tigrinus		Drapiez, 1828	species	LC
380367	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	bucephalus	Lanius bucephalus bucephalus	bucephalus	Temminck & Schlegel, 1845	subspecies	LC
380389	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	griseisticta	Muscicapa griseisticta		(Swinhoe, 1861)	species	LC
380198	Animalia	Chordata	Aves	Ciconiiformes	Podicipedidae	Tachybaptus	ruficollis	Tachybaptus ruficollis philippensis	philippensis	(Pallas, 1764)	subspecies	LC
380462	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Cettia	fortipes	Cettia fortipes robusticeps	robusticeps	(Hodgson, 1845)	subspecies	LC
380460	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Cettia	acanthizoides	Cettia acanthizoides concolor	concolor	(Verreaux, 1871)	subspecies	LC
380285	Animalia	Chordata	Aves	Galliformes	Phasianidae	Arborophila	crudigularis	Arborophila crudigularis		(Swinhoe, 1864)	species	NT
380289	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lophura	swinhoii	Lophura swinhoii		(Gould, 1863)	species	NT
380084	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	olor	Cygnus olor		(Gmelin, 1789)	species	LC
380082	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	columbianus	Cygnus columbianus bewickii	bewickii	(Ord, 1815)	subspecies	LC
380083	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	cygnus	Cygnus cygnus		(Linnaeus, 1758)	species	LC
380447	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	philippensis	Sturnus philippensis		(Forster, 1781)	species	LC
380449	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	sinensis	Sturnus sinensis		(J. F. Gmelin, 1788)	species	LC
380448	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	sericeus	Sturnus sericeus		J. F. Gmelin, 1788	species	LC
380446	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	cineraceus	Sturnus cineraceus		Temminck, 1835	species	LC
380238	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Numenius	phaeopus	Numenius phaeopus variegatus	variegatus	(Linnaeus, 1758)	subspecies	LC
380235	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Numenius	arquata	Numenius arquata orientalis	orientalis	(Linnaeus, 1758)	subspecies	LC
380236	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Numenius	madagascariensis	Numenius madagascariensis		(Linnaeus, 1766)	species	LC
380245	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	erythropus	Tringa erythropus		(Pallas, 1764)	species	LC
380254	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	totanus	Tringa totanus ussuriensis	ussuriensis	(Linnaeus, 1758)	subspecies	LC
380169	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Larus	argentatus	Larus argentatus vegae	vegae	Pontoppidan, 1763	subspecies	LC
380300	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallirallus	striatus	Gallirallus striatus taiwanus	taiwanus	(Linnaeus, 1766)	subspecies	LC
380097	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	gularis	Accipiter gularis gularis	gularis	(Temminck & Schlegel, 1844)	subspecies	LC
380101	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	virgatus	Accipiter virgatus fuscipectus	fuscipectus	(Temminck, 1822)	subspecies	LC
380163	Animalia	Chordata	Aves	Ciconiiformes	Jacanidae	Hydrophasianus	chirurgus	Hydrophasianus chirurgus		(Scopoli, 1786)	species	LC
380423	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	rubescens	Anthus rubescens japonicus	japonicus	(TunStall, 1771)	subspecies	LC
380357	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	montifringilla	Fringilla montifringilla		Linnaeus, 1758	species	LC
380195	Animalia	Chordata	Aves	Ciconiiformes	Podicipedidae	Podiceps	auritus	Podiceps auritus auritus	auritus	(Linnaeus, 1758)	subspecies	LC
380310	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	troglodytes	Troglodytes troglodytes taivanus	taivanus	(Linnaeus, 1758)	subspecies	LC
380210	Animalia	Chordata	Aves	Ciconiiformes	Rostratulidae	Rostratula	benghalensis	Rostratula benghalensis benghalensis	benghalensis	(Linnaeus, 1758)	subspecies	LC
380141	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	leschenaultii	Charadrius leschenaultii leschenaultii	leschenaultii	Lesson, 1826	subspecies	LC
380465	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	morrisonianus	Garrulax morrisonianus		(Ogilvie-Grant, 1906)	species	LC
380468	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Liocichla	steerii	Liocichla steerii		Swinhoe, 1877	species	LC
380445	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	cristatellus	Acridotheres cristatellus formosanus	formosanus	(Linnaeus, 1766)	subspecies	LC
380271	Animalia	Chordata	Aves	Columbiformes	Columbidae	Treron	sieboldii	Treron sieboldii sororius	sororius	(Temminck, 1835)	subspecies	LC
380270	Animalia	Chordata	Aves	Columbiformes	Columbidae	Treron	formosae	Treron formosae formosae	formosae	Swinhoe, 1863	subspecies	NT
380265	Animalia	Chordata	Aves	Columbiformes	Columbidae	Ptilinopus	leclancheri	Ptilinopus leclancheri taiwanus	taiwanus	(Bonaparte, 1855)	subspecies	LC
380174	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Larus	saundersi	Larus saundersi		(Swinhoe, 1871)	species	VU
380185	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	nilotica	Sterna nilotica		J. F. Gmelin, 1789	species	LC
380181	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	caspia	Sterna caspia		Pallas, 1770	species	LC
380187	Animalia	Chordata	Aves	Ciconiiformes	Alcidae	Synthliboramphus	antiquus	Synthliboramphus antiquus antiquus	antiquus	(J. F. Gmelin, 1789)	subspecies	LC
380263	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	pulchricollis	Columba pulchricollis		Blyth, 1846	species	LC
380287	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	chinensis	Coturnix chinensis		(Linnaeus, 1766)	species	LC
380230	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Limnodromus	semipalmatus	Limnodromus semipalmatus		(Blyth, 1848)	species	NT
380232	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Limosa	limosa	Limosa limosa melanuroides	melanuroides	(Linnaeus, 1758)	subspecies	NT
380231	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Limosa	lapponica	Limosa lapponica baueri	baueri	(Linnaeus, 1758)	subspecies	LC
380237	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Numenius	minutus	Numenius minutus		Gould, 1841	species	LC
380196	Animalia	Chordata	Aves	Ciconiiformes	Podicipedidae	Podiceps	cristatus	Podiceps cristatus cristatus	cristatus	(Linnaeus, 1758)	subspecies	LC
380428	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	alba	Motacilla alba alba	alba	Linnaeus, 1758	subspecies	LC
380432	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	grandis	Motacilla grandis		Sharpe, 1885	species	LC
380283	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus	sparverioides	Cuculus sparverioides sparverioides	sparverioides	Vigors, 1832	subspecies	LC
380317	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina	macei	Coracina macei rexpineti	rexpineti	(Lesson, 1830)	subspecies	LC
380318	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina	melaschistos	Coracina melaschistos intermedia	intermedia	(Hodgson, 1836)	subspecies	LC
380138	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	alexandrinus	Charadrius alexandrinus dealbatus	dealbatus	Linnaeus, 1758	subspecies	LC
380142	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	mongolus	Charadrius mongolus mongolus	mongolus	Pallas, 1776	subspecies	LC
380291	Animalia	Chordata	Aves	Galliformes	Phasianidae	Syrmaticus	mikado	Syrmaticus mikado		(Ogilvie-Grant, 1906)	species	NT
380290	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus	colchicus	Phasianus colchicus formosanus	formosanus	Linnaeus, 1758	subspecies	LC
380092	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	javanica	Dendrocygna javanica		(Horsfield, 1821)	species	LC
380071	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	cygnoides	Anser cygnoides		(Linnaeus, 1758)	species	EN
380073	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	fabalis	Anser fabalis fabalis	fabalis	(Latham, 1787)	subspecies	LC
380173	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Larus	ridibundus	Larus ridibundus		Linnaeus, 1766	species	LC
380431	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	flava	Motacilla flava simillima	simillima	Linnaeus, 1758	subspecies	LC
380392	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Niltava	vivida	Niltava vivida		(Swinhoe, 1864)	species	LC
380311	Animalia	Chordata	Aves	Passeriformes	Cinclidae	Cinclus	pallasii	Cinclus pallasii pallasii	pallasii	Temminck, 1820	subspecies	LC
380411	Animalia	Chordata	Aves	Passeriformes	Dicaeidae	Dicaeum	concolor	Dicaeum concolor uchidai	uchidai	Jerdon, 1840	subspecies	LC
380268	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	tranquebarica	Streptopelia tranquebarica huminis	huminis	(Hermann, 1804)	subspecies	LC
380309	Animalia	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	japonica	Bombycilla japonica		(Siebold, 1824)	species	NT
380416	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	monticolus	Parus monticolus insperatus	insperatus	Vigors, 1831	subspecies	LC
380414	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	holsti	Parus holsti		Seebohm, 1894	species	NT
380472	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Locustella	ochotensis	Locustella ochotensis		(Middendorff, 1853)	species	LC
380302	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porzana	fusca	Porzana fusca phaeopyga	phaeopyga	(Linnaeus, 1766)	subspecies	LC
380332	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Pericrocotus	divaricatus	Pericrocotus divaricatus divaricatus	divaricatus	(Raffles, 1822)	subspecies	LC
380333	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Pericrocotus	solaris	Pericrocotus solaris griseigularis	griseigularis	Blyth, 1846	subspecies	LC
380315	Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Prinia	flaviventris	Prinia flaviventris sonitans	sonitans	(Delessert, 1840)	subspecies	LC
380150	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Vanellus	cinereus	Vanellus cinereus		(Blyth, 1842)	species	LC
380147	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Pluvialis	fulva	Pluvialis fulva		(J. F. Gmelin, 1789)	species	LC
380488	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	japonicus	Zosterops japonicus simplex	simplex	Temminck & Schlegel, 1847	subspecies	LC
380109	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Circus	melanoleucos	Circus melanoleucos		(Pennant, 1769)	species	LC
380100	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	trivirgatus	Accipiter trivirgatus formosae	formosae	(Temminck, 1824)	subspecies	LC
380099	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	soloensis	Accipiter soloensis		(Horsfield, 1821)	species	LC
380148	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Pluvialis	squatarola	Pluvialis squatarola squatarola	squatarola	(Linnaeus, 1758)	subspecies	LC
380140	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	hiaticula	Charadrius hiaticula tundrae	tundrae	Linnaeus, 1758	subspecies	LC
380143	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	placidus	Charadrius placidus		Gray & Gray, 1863	species	LC
380139	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Charadrius	dubius	Charadrius dubius curonicus	curonicus	Scopoli, 1786	subspecies	LC
380242	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Scolopax	rusticola	Scolopax rusticola		Linnaeus, 1758	species	LC
380233	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Lymnocryptes	minimus	Lymnocryptes minimus		(Brunnich, 1764)	species	LC
380225	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Gallinago	hardwickii	Gallinago hardwickii		(Gray, 1831)	species	LC
380227	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Gallinago	stenura	Gallinago stenura		(Bonaparte, 1831)	species	LC
380226	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Gallinago	megala	Gallinago megala		Swinhoe, 1861	species	LC
380224	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Gallinago	gallinago	Gallinago gallinago gallinago	gallinago	(Linnaeus, 1758)	subspecies	LC
380178	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	albifrons	Sterna albifrons sinensis	sinensis	Pallas, 1764	subspecies	LC
380353	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	spodocephala	Emberiza spodocephala spodocephala	spodocephala	Pallas, 1776	subspecies	LC
380348	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	pallasi	Emberiza pallasi polaris	polaris	(Cabanis, 1851)	subspecies	LC
380094	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	pacificus	Apus pacificus pacificus	pacificus	(Latham, 1802)	subspecies	LC
380282	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus	saturatus	Cuculus saturatus optatus	optatus	Blyth, 1843	subspecies	LC
380085	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergellus	albellus	Mergellus albellus		(Linnaeus, 1758)	species	LC
380086	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	merganser	Mergus merganser merganser	merganser	Linnaeus, 1758	subspecies	LC
380087	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	serrator	Mergus serrator		Linnaeus, 1758	species	LC
380088	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	squamatus	Mergus squamatus		Gould, 1864	species	EN
380204	Animalia	Chordata	Aves	Ciconiiformes	Procellariidae	Pterodroma	hypoleuca	Pterodroma hypoleuca		(Salvin, 1888)	species	LC
380450	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	sturninus	Sturnus sturninus		(Pallas, 1776)	species	LC
380456	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Alcippe	brunnea	Alcippe brunnea brunnea	brunnea	Gould, 1863	subspecies	LC
380306	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus	aquaticus	Rallus aquaticus indicus	indicus	Linnaeus, 1758	subspecies	LC
380439	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	sinensis	Pycnonotus sinensis formosae	formosae	(J. F. Gmelin, 1789)	subspecies	LC
380440	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	taivanus	Pycnonotus taivanus		Styan, 1893	species	VU
380335	Animalia	Chordata	Aves	Passeriformes	Monarchidae	Terpsiphone	atrocaudata	Terpsiphone atrocaudata atrocaudata	atrocaudata	(Eyton, 1839)	subspecies	NT
380505	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	spilocephalus	Otus spilocephalus hambroecki	hambroecki	(Blyth, 1846)	subspecies	LC
380502	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	bakkamoena	Otus bakkamoena glabripes	glabripes	Pennant, 1769	subspecies	LC
380253	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	stagnatilis	Tringa stagnatilis		(Bechstein, 1803)	species	LC
380251	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	nebularia	Tringa nebularia		(Gunnerus, 1767)	species	LC
380248	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	guttifer	Tringa guttifer		(Nordmann, 1835)	species	EN
380252	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	ochropus	Tringa ochropus		Linnaeus, 1758	species	LC
380247	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Tringa	glareola	Tringa glareola		Linnaeus, 1758	species	LC
380327	Animalia	Chordata	Aves	Passeriformes	Corvidae	Garrulus	glandarius	Garrulus glandarius taiwanus	taiwanus	(Linnaeus, 1758)	subspecies	LC
380336	Animalia	Chordata	Aves	Passeriformes	Corvidae	Urocissa	caerulea	Urocissa caerulea		Gould, 1863	species	LC
380307	Animalia	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	concinnus	Aegithalos concinnus concinnus	concinnus	(Gould, 1855)	subspecies	LC
380452	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Abroscopus	albogularis	Abroscopus albogularis fulvifacies	fulvifacies	(Hodgson, 1854)	subspecies	LC
380272	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Alcedo	atthis	Alcedo atthis bengalensis	bengalensis	(Linnaeus, 1758)	subspecies	LC
380511	Animalia	Chordata	Aves	Upupiformes	Upupidae	Upupa	epops	Upupa epops epops	epops	Linnaeus, 1758	subspecies	LC
