name_code	kingdom	phylum	class	order	family	genus	specificEpithet	scientificName	infraspecies	scientificNameAuthorship	rank	iucn_code
380499	Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	brodiei	Glaucidium brodiei pardalotum	pardalotum	(Burton, 1836)	subspecies	LC
380501	Animalia	Chordata	Aves	Strigiformes	Strigidae	Ninox	scutulata	Ninox scutulata totogo	totogo	(Raffles, 1822)	subspecies	LC
380498	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	otus	Asio otus otus	otus	(Linnaeus, 1758)	subspecies	LC
380497	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	flammeus	Asio flammeus flammeus	flammeus	(Pontoppidan, 1763)	subspecies	LC
380495	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	affinis	Caprimulgus affinis stictomus	stictomus	Horsfield, 1821	subspecies	LC
380264	Animalia	Chordata	Aves	Columbiformes	Columbidae	Macropygia	tenuirostris	Macropygia tenuirostris phaea	phaea	Bonaparte, 1854	subspecies	LC
380261	Animalia	Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	indica	Chalcophaps indica indica	indica	(Linnaeus, 1758)	subspecies	LC
380475	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	borealis	Phylloscopus borealis borealis	borealis	(Blasius, 1858)	subspecies	LC
380480	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	tenellipes	Phylloscopus tenellipes		Swinhoe, 1860	species	LC
380434	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	rutilans	Passer rutilans rutilans	rutilans	(Temminck, 1835)	subspecies	LC
380386	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Monticola	solitarius	Monticola solitarius philippensis	philippensis	(Linnaeus, 1758)	subspecies	LC
380360	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	nipalensis	Pyrrhula nipalensis		Hodgson, 1836	species	LC
380492	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	leucotos	Dendrocopos leucotos insularis	insularis	(Bechstein, 1802)	subspecies	LC
380494	Animalia	Chordata	Aves	Piciformes	Picidae	Picus	canus	Picus canus tancolo	tancolo	Gmelin, 1788	subspecies	LC
380436	Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	nympha	Pitta nympha		Temminck & Schlegel, 1850	species	VU
380316	Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Prinia	inornata	Prinia inornata flavirostris	flavirostris	Sykes, 1832	subspecies	LC
380441	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Spizixos	semitorques	Spizixos semitorques cinereicapillus	cinereicapillus	Swinhoe, 1861	subspecies	LC
380378	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	hyperythra	Ficedula hyperythra innexa	innexa	(Blyth, 1843)	subspecies	LC
380129	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Egretta	garzetta	Egretta garzetta garzetta	garzetta	(Linnaeus, 1766)	subspecies	LC
380131	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Egretta	sacra	Egretta sacra sacra	sacra	(J. F. Gmelin, 1789)	subspecies	LC
380128	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Egretta	eulophotes	Egretta eulophotes		(Swinhoe, 1860)	species	VU
380256	Animalia	Chordata	Aves	Ciconiiformes	Sulidae	Sula	leucogaster	Sula leucogaster plotus	plotus	(Boddaert, 1783)	subspecies	LC
380193	Animalia	Chordata	Aves	Ciconiiformes	Phalacrocoracidae	Phalacrocorax	carbo	Phalacrocorax carbo sinensis	sinensis	(Linnaeus, 1758)	subspecies	LC
380192	Animalia	Chordata	Aves	Ciconiiformes	Phalacrocoracidae	Phalacrocorax	capillatus	Phalacrocorax capillatus		(Temminck & Schlegel, 1850)	species	LC
380194	Animalia	Chordata	Aves	Ciconiiformes	Phalacrocoracidae	Phalacrocorax	pelagicus	Phalacrocorax pelagicus pelagicus	pelagicus	Pallas, 1811	subspecies	LC
380157	Animalia	Chordata	Aves	Ciconiiformes	Falconidae	Falco	tinnunculus	Falco tinnunculus tinnunculus	tinnunculus	Linnaeus, 1758	subspecies	LC
380076	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	fuligula	Aythya fuligula		(Linnaeus, 1758)	species	LC
380077	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	marila	Aythya marila nearctica	nearctica	(Linnaeus, 1761)	subspecies	LC
380081	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	clangula	Bucephala clangula clangula	clangula	(Linnaeus, 1758)	subspecies	LC
380199	Animalia	Chordata	Aves	Ciconiiformes	Procellariidae	Bulweria	bulwerii	Bulweria bulwerii		(Jardine & Selby, 1828)	species	LC
380203	Animalia	Chordata	Aves	Ciconiiformes	Hydrobatidae	Oceanodroma	monorhis	Oceanodroma monorhis		(Swinhoe, 1867)	species	LC
380200	Animalia	Chordata	Aves	Ciconiiformes	Procellariidae	Calonectris	leucomelas	Calonectris leucomelas		(Temminck, 1836)	species	LC
380208	Animalia	Chordata	Aves	Ciconiiformes	Procellariidae	Puffinus	pacificus	Puffinus pacificus		(J. F. Gmelin, 1789)	species	LC
380267	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	orientalis	Streptopelia orientalis orii	orii	(Latham, 1790)	subspecies	LC
385010	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	bernsteini	Sterna bernsteini		Schlegel, 1863	species	CR
380180	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	bergii	Sterna bergii	cristata	Lichtenstein, 1823	subspecies	LC
380186	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	sumatrana	Sterna sumatrana sumatrana	sumatrana	Raffles, 1822	subspecies	LC
380184	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	hirundo	Sterna hirundo longipennis	longipennis	Linnaeus, 1758	subspecies	LC
380164	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Anous	stolidus	Anous stolidus pileatus	pileatus	(Linnaeus, 1758)	subspecies	LC
380507	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	leptogrammica	Strix leptogrammica caligata	caligata	Temminck, 1832	subspecies	LC
380506	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	aluco	Strix aluco yamadae	yamadae	Linnaeus, 1758	subspecies	LC
380442	Animalia	Chordata	Aves	Passeriformes	Reguliidae	Regulus	goodfellowi	Regulus goodfellowi		Ogilvie-Grant, 1906	species	LC
380093	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	nipalensis	Apus nipalensis kunzi	kunzi	(Hodgson, 1837)	subspecies	LC
380273	Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Eurystomus	orientalis	Eurystomus orientalis calonyx	calonyx	(Linnaeus, 1766)	subspecies	LC
380274	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon	coromanda	Halcyon coromanda major	major	(Latham, 1790)	subspecies	LC
380379	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	mugimaki	Ficedula mugimaki		(Temminck, 1836)	species	LC
380296	Animalia	Chordata	Aves	Gruiformes	Rallidae	Amaurornis	phoenicurus	Amaurornis phoenicurus chinensis	chinensis	(Pennant, 1769)	subspecies	LC
380221	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	temminckii	Calidris temminckii		(Leisler, 1812)	species	LC
380220	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	subminuta	Calidris subminuta		(Middendorff, 1853)	species	LC
380212	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	acuminata	Calidris acuminata		(Horsfield, 1821)	species	LC
380216	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	ferruginea	Calidris ferruginea		(Pontoppidan, 1763)	species	LC
380214	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	alpina	Calidris alpina		(Linnaeus, 1758)	species	LC
380223	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Eurynorhynchus	pygmeus	Eurynorhynchus pygmeus		(Linnaeus, 1758)	species	EN
380228	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Limicola	falcinellus	Limicola falcinellus sibirica	sibirica	(Pontoppidan, 1763)	subspecies	LC
380117	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Spilornis	cheela	Spilornis cheela hoya	hoya	(Latham, 1790)	subspecies	LC
380110	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Circus	spilonotus	Circus spilonotus spilonotus	spilonotus	Kaup, 1847	subspecies	LC
380108	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Circus	cyaneus	Circus cyaneus cyaneus	cyaneus	(Linnaeus, 1766)	subspecies	LC
380365	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Riparia	paludicola	Riparia paludicola chinensis	chinensis	(Vieillot, 1817)	subspecies	LC
380366	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Riparia	riparia	Riparia riparia ijimae	ijimae	(Linnaeus, 1758)	subspecies	LC
380090	Animalia	Chordata	Aves	Anseriformes	Anatidae	Tadorna	ferruginea	Tadorna ferruginea		(Pallas, 1764)	species	LC
380056	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata	Aix galericulata		(Linnaeus, 1758)	species	LC
380091	Animalia	Chordata	Aves	Anseriformes	Anatidae	Tadorna	tadorna	Tadorna tadorna		(Linnaeus, 1758)	species	LC
380069	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	albifrons	Anser albifrons frontalis	frontalis	(Scopoli, 1769)	subspecies	LC
380191	Animalia	Chordata	Aves	Ciconiiformes	Phaethontidae	Phaethon	rubricauda	Phaethon rubricauda melanorhynchos	melanorhynchos	Boddaert, 1783	subspecies	LC
380190	Animalia	Chordata	Aves	Ciconiiformes	Phaethontidae	Phaethon	lepturus	Phaethon lepturus dorotheae	dorotheae	Daudin, 1802	subspecies	LC
380159	Animalia	Chordata	Aves	Ciconiiformes	Fregatidae	Fregata	minor	Fregata minor minor	minor	(J. F. Gmelin, 1789)	subspecies	LC
380158	Animalia	Chordata	Aves	Ciconiiformes	Fregatidae	Fregata	ariel	Fregata ariel		(Gray, 1845)	species	LC
380098	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Accipiter	nisus	Accipiter nisus nisosimilis	nisosimilis	(Linnaeus, 1758)	subspecies	LC
380213	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	alba	Calidris alba alba	alba	(Pallas, 1764)	subspecies	LC
380339	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	spinus	Carduelis spinus		(Linnaeus, 1758)	species	LC
380362	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	rustica	Hirundo rustica gutturalis	gutturalis	Linnaeus, 1758	subspecies	LC
380364	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	tahitica	Hirundo tahitica namiyei	namiyei	J. F. Gmelin, 1789	subspecies	LC
380361	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Delichon	dasypus	Delichon dasypus nigrimentalis	nigrimentalis	(Bonaparte, 1850)	subspecies	LC
380167	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Chlidonias	leucopterus	Chlidonias leucopterus		(Temminck, 1815)	species	LC
380503	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	elegans	Otus elegans botelensis	botelensis	(Cassin, 1852)	subspecies	NT
380500	Animalia	Chordata	Aves	Strigiformes	Strigidae	Ketupa	flavipes	Ketupa flavipes		(Hodgson, 1836)	species	LC
380437	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Hypsipetes	leucocephalus	Hypsipetes leucocephalus nigerrimus	nigerrimus	(J. F. Gmelin, 1789)	subspecies	LC
380485	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Urosphena	squameiceps	Urosphena squameiceps squameiceps	squameiceps	(Swinhoe, 1863)	subspecies	LC
380406	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	obscurus	Turdus obscurus		J. F. Gmelin, 1789	species	LC
380407	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	pallidus	Turdus pallidus		J. F. Gmelin, 1789	species	LC
380402	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	chrysolaus	Turdus chrysolaus chrysolaus	chrysolaus	Temminck, 1831	subspecies	LC
380405	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	naumanni	Turdus naumanni		Temminck, 1820	species	LC
380211	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Arenaria	interpres	Arenaria interpres interpres	interpres	(Linnaeus, 1758)	subspecies	LC
380222	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	tenuirostris	Calidris tenuirostris		(Horsfield, 1821)	species	LC
380215	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	canutus	Calidris canutus		(Linnaeus, 1758)	species	LC
380155	Animalia	Chordata	Aves	Ciconiiformes	Falconidae	Falco	peregrinus	Falco peregrinus calidus	calidus	Tunstall, 1771	subspecies	LC
380115	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Pandion	haliaetus	Pandion haliaetus haliaetus	haliaetus	(Linnaeus, 1758)	subspecies	LC
380368	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	cristatus	Lanius cristatus cristatus	cristatus	Linnaeus, 1758	subspecies	LC
380369	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	schach	Lanius schach formosae	formosae	Linnaeus, 1758	subspecies	LC
380330	Animalia	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	chinensis	Oriolus chinensis diffusus	diffusus	Linnaeus, 1766	subspecies	LC
380326	Animalia	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus	macrocercus	Dicrurus macrocercus cathoecus	cathoecus	Vieillot, 1817	subspecies	LC
380454	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	bistrigiceps	Acrocephalus bistrigiceps		Swinhoe, 1860	species	LC
380484	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Stachyris	ruficeps	Stachyris ruficeps praecognita	praecognita	Blyth, 1847	subspecies	LC
380463	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	albogularis	Garrulax albogularis ruficeps	ruficeps	(Gould, 1836)	subspecies	LC
380466	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	poecilorhynchus	Garrulax poecilorhynchus poecilorhynchus	poecilorhynchus	Gould, 1863	subspecies	LC
380066	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	poecilorhyncha	Anas poecilorhyncha zonorhyncha	zonorhyncha	J. R. Forster, 1781	subspecies	LC
380059	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	clypeata	Anas clypeata		Linnaeus, 1758	species	LC
380057	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Anas acuta		Linnaeus, 1758	species	LC
380067	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	querquedula	Anas querquedula		Linnaeus, 1758	species	LC
380060	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	Anas crecca crecca	crecca	Linnaeus, 1758	subspecies	LC
380477	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	fuscatus	Phylloscopus fuscatus fuscatus	fuscatus	(Blyth, 1842)	subspecies	LC
380387	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	dauurica	Muscicapa dauurica dauurica	dauurica	Pallas, 1811	subspecies	LC
380388	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	ferruginea	Muscicapa ferruginea		(Hodgson, 1845)	species	LC
380424	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Dendronanthus	indicus	Dendronanthus indicus		(J. F. Gmelin, 1789)	species	LC
380107	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Buteo	lagopus	Buteo lagopus menzbieri	menzbieri	(Pontoppidan, 1763)	subspecies	LC
380113	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Ictinaetus	malayensis	Ictinaetus malayensis malayensis	malayensis	(Temminck, 1822)	subspecies	LC
380103	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Aquila	clanga	Aquila clanga		Pallas, 1811	species	VU
380104	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Aquila	heliaca	Aquila heliaca		Savigny, 1809	species	VU
380118	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Spizaetus	nipalensis	Spizaetus nipalensis nipalensis	nipalensis	(Hodgson, 1836)	subspecies	LC
380304	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallina	eurizonoides	Rallina eurizonoides formosana	formosana	(Lafresnaye, 1845)	subspecies	LC
380146	Animalia	Chordata	Aves	Ciconiiformes	Recurvirostridae	Himantopus	himantopus	Himantopus himantopus himantopus	himantopus	(Linnaeus, 1758)	subspecies	LC
380149	Animalia	Chordata	Aves	Ciconiiformes	Recurvirostridae	Recurvirostra	avosetta	Recurvirostra avosetta		Linnaeus, 1758	species	LC
380151	Animalia	Chordata	Aves	Ciconiiformes	Charadriidae	Vanellus	vanellus	Vanellus vanellus		(Linnaeus, 1758)	species	LC
380491	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	canicapillus	Dendrocopos canicapillus kaleensis	kaleensis	(Blyth, 1845)	subspecies	LC
380375	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Enicurus	scouleri	Enicurus scouleri fortis	fortis	Vigors, 1832	subspecies	LC
380408	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	poliocephalus	Turdus poliocephalus niveiceps	niveiceps	Latham, 1802	subspecies	LC
380346	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	elegans	Emberiza elegans elegans	elegans	Temminck, 1836	subspecies	LC
380342	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	aureola	Emberiza aureola ornata	ornata	Pallas, 1773	subspecies	NT
380351	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	rutila	Emberiza rutila		Pallas, 1776	species	LC
380324	Animalia	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus	aeneus	Dicrurus aeneus braunianus	braunianus	Vieillot, 1817	subspecies	LC
380122	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardeola	bacchus	Ardeola bacchus		(Bonaparte, 1855)	species	LC
380124	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Bubulcus	ibis	Bubulcus ibis coromandus	coromandus	(Linnaeus, 1758)	subspecies	LC
380119	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea	cinerea	Ardea cinerea jouyi	jouyi	Linnaeus, 1758	subspecies	LC
380121	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea	purpurea	Ardea purpurea manilensis	manilensis	Linnaeus, 1766	subspecies	LC
380105	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Butastur	indicus	Butastur indicus		(J. F. Gmelin, 1788)	species	LC
380106	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Buteo	buteo	Buteo buteo japonicus	japonicus	(Linnaeus, 1758)	subspecies	LC
380478	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	inornatus	Phylloscopus inornatus		(Blyth, 1842)	species	LC
380197	Animalia	Chordata	Aves	Ciconiiformes	Podicipedidae	Podiceps	nigricollis	Podiceps nigricollis nigricollis	nigricollis	Brehm, 1831	subspecies	LC
380153	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	nigra	Ciconia nigra		(Linnaeus, 1758)	species	LC
380257	Animalia	Chordata	Aves	Ciconiiformes	Threskiornithidae	Nipponia	nippon	Nipponia nippon		(Temminck, 1835)	species	EN
380258	Animalia	Chordata	Aves	Ciconiiformes	Threskiornithidae	Platalea	leucorodia	Platalea leucorodia leucorodia	leucorodia	Linnaeus, 1758	subspecies	LC
380259	Animalia	Chordata	Aves	Ciconiiformes	Threskiornithidae	Platalea	minor	Platalea minor		Temminck & Schlegel, 1849	species	EN
380123	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Botaurus	stellaris	Botaurus stellaris stellaris	stellaris	(Linnaeus, 1758)	subspecies	LC
380135	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ixobrychus	sinensis	Ixobrychus sinensis		(J. F. Gmelin, 1789)	species	LC
380134	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ixobrychus	eurhythmus	Ixobrychus eurhythmus		(Swinhoe, 1873)	species	LC
385005	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ixobrychus	cinnamomeus	Ixobrychus cinnamomeus		(Gmelin, 1789)	species	LC
380132	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Gorsachius	goisagi	Gorsachius goisagi		(Temminck, 1835)	species	EN
380133	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Gorsachius	melanolophus	Gorsachius melanolophus		(Raffles, 1822)	species	LC
380137	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Nycticorax	nycticorax	Nycticorax nycticorax nycticorax	nycticorax	(Linnaeus, 1758)	subspecies	LC
380179	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	anaethetus	Sterna anaethetus anaethetus	anaethetus	Scopoli, 1786	subspecies	LC
380183	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	fuscata	Sterna fuscata nubilasa	nubilasa	Linnaeus, 1766	subspecies	LC
380382	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	zanthopygia	Ficedula zanthopygia		(Hay, 1845)	species	LC
380380	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	narcissina	Ficedula narcissina narcissina	narcissina	(Temminck, 1836)	subspecies	LC
380427	Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	striata	Lonchura striata swinhoei	swinhoei	(Linnaeus, 1766)	subspecies	LC
380426	Animalia	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	punctulata	Lonchura punctulata topela	topela	(Linnaeus, 1758)	subspecies	LC
380435	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella	collaris	Prunella collaris fennelli	fennelli	(Scopoli, 1769)	subspecies	LC
380422	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	richardi	Anthus richardi richardi	richardi	Vieillot, 1818	subspecies	LC
380421	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	hodgsoni	Anthus hodgsoni hodgsoni	hodgsoni	Richmond, 1907	subspecies	LC
380420	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	gustavi	Anthus gustavi	gustavi	Swinhoe, 1863	subspecies	LC
380419	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	cervinus	Anthus cervinus		(Pallas, 1811)	species	LC
380340	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	vinaceus	Carpodacus vinaceus formosanus	formosanus	J. Verreaux, 1870	subspecies	LC
380383	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	calliope	Luscinia calliope camtschatkensis	camtschatkensis	(Pallas, 1776)	subspecies	LC
380384	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Luscinia	cyane	Luscinia cyane cyane	cyane	(Pallas, 1776)	subspecies	LC
380393	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Phoenicurus	auroreus	Phoenicurus auroreus auroreus	auroreus	(Pallas, 1776)	subspecies	LC
380359	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	erythaca	Pyrrhula erythaca owstoni	owstoni	Blyth, 1862	subspecies	LC
380341	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Coccothraustes	coccothraustes	Coccothraustes coccothraustes japonicus	japonicus	(Linnaeus, 1758)	subspecies	LC
380355	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Eophona	migratoria	Eophona migratoria migratoria	migratoria	Hartert, 1903	subspecies	LC
380356	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Eophona	personata	Eophona personata personata	personata	(Temminck & Schlegel, 1848)	subspecies	LC
380354	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	tristrami	Emberiza tristrami		Swinhoe, 1870	species	LC
380111	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Haliaeetus	albicilla	Haliaeetus albicilla albicilla	albicilla	(Linnaeus, 1758)	subspecies	LC
380217	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	mauri	Calidris mauri		(Cabanis, 1857)	species	LC
380219	Animalia	Chordata	Aves	Ciconiiformes	Scolopacidae	Calidris	ruficollis	Calidris ruficollis		(Pallas, 1776)	species	LC
380321	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	macrorhynchos	Corvus macrorhynchos colonorum	colonorum	Wagler, 1827	subspecies	LC
380470	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Locustella	fasciolata	Locustella fasciolata fasciolata	fasciolata	Gray, 1860	subspecies	LC
380455	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Actinodura	morrisoniana	Actinodura morrisoniana		Ogilvie-Grant, 1906	species	LC
380457	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Alcippe	cinereiceps	Alcippe cinereiceps formosana	formosana	(Verreaux, 1870)	subspecies	LC
380473	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Paradoxornis	verreauxi	Paradoxornis verreauxi morrisonianus	morrisonianus	(Sharpe, 1883)	subspecies	LC
380458	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Alcippe	morrisonia	Alcippe morrisonia morrisonia	morrisonia	Swinhoe, 1863	subspecies	LC
380467	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Heterophasia	auricularis	Heterophasia auricularis		(Swinhoe, 1864)	species	LC
380486	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Yuhina	brunneiceps	Yuhina brunneiceps		Ogilvie-Grant, 1906	species	LC
380474	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Paradoxornis	webbianus	Paradoxornis webbianus bulomachus	bulomachus	(Gould, 1852)	subspecies	LC
380410	Animalia	Chordata	Aves	Passeriformes	Turdidae	Zoothera	sibirica	Zoothera sibirica sibirica	sibirica	(Pallas, 1776)	subspecies	LC
380403	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	hortulorum	Turdus hortulorum		Sclater, 1863	species	LC
380401	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	cardis	Turdus cardis		Temminck, 1831	species	LC
380372	Animalia	Chordata	Aves	Passeriformes	Turdidae	Brachypteryx	montana	Brachypteryx montana goodfellowi	goodfellowi	Horsfield, 1821	subspecies	LC
381119	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	spinosissimus	Hippocampus spinosissimus		Weber, 1913	species	VU
381120	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	trimaculatus	Hippocampus trimaculatus		Leach, 1814	species	VU
381126	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Solegnathus	hardwickii	Solegnathus hardwickii		(Gray, 1830)	species	VU
381127	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Syngnathoides	biaculeatus	Syngnathoides biaculeatus		(Bloch, 1785)	species	DD
