name_code	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	scientificName	taxonRank
380331	Animalia	Chordata	Aves	Passeriformes	Oriolidae	Oriolus	traillii	ardens	(Vigors, 1832)	Oriolus traillii ardens (Vigors, 1832)	subspecies
380335	Animalia	Chordata	Aves	Passeriformes	Monarchidae	Terpsiphone	atrocaudata	atrocaudata	(Eyton, 1839)	Terpsiphone atrocaudata atrocaudata (Eyton, 1839)	subspecies
380336	Animalia	Chordata	Aves	Passeriformes	Corvidae	Urocissa	caerulea		Gould, 1863	Urocissa caerulea  Gould, 1863	species
380368	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	cristatus	cristatus	Linnaeus, 1758	Lanius cristatus cristatus Linnaeus, 1758	subspecies
380375	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Enicurus	scouleri	fortis	Vigors, 1832	Enicurus scouleri fortis Vigors, 1832	subspecies
380392	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Niltava	vivida		(Swinhoe, 1864)	Niltava vivida  (Swinhoe, 1864)	species
380408	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	poliocephalus	niveiceps	Latham, 1802	Turdus poliocephalus niveiceps Latham, 1802	subspecies
380414	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	holsti		Seebohm, 1894	Parus holsti  Seebohm, 1894	species
380416	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	monticolus	insperatus	Vigors, 1831	Parus monticolus insperatus Vigors, 1831	subspecies
380434	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	rutilans	rutilans	(Temminck, 1835)	Passer rutilans rutilans (Temminck, 1835)	subspecies
380436	Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	nympha		Temminck & Schlegel, 1850	Pitta nympha  Temminck & Schlegel, 1850	species
380440	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	taivanus		Styan, 1893	Pycnonotus taivanus  Styan, 1893	species
380442	Animalia	Chordata	Aves	Passeriformes	Reguliidae	Regulus	goodfellowi		Ogilvie-Grant, 1906	Regulus goodfellowi  Ogilvie-Grant, 1906	species
380445	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres	cristatellus	formosanus	(Linnaeus, 1766)	Acridotheres cristatellus formosanus (Linnaeus, 1766)	subspecies
380455	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Actinodura	morrisoniana		Ogilvie-Grant, 1906	Actinodura morrisoniana  Ogilvie-Grant, 1906	species
380463	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	albogularis	ruficeps	(Gould, 1836)	Garrulax albogularis ruficeps (Gould, 1836)	subspecies
380466	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	poecilorhynchus	poecilorhynchus	Gould, 1863	Garrulax poecilorhynchus poecilorhynchus Gould, 1863	subspecies
380492	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	leucotos	insularis	(Bechstein, 1802)	Dendrocopos leucotos insularis (Bechstein, 1802)	subspecies
380494	Animalia	Chordata	Aves	Piciformes	Picidae	Picus	canus	tancolo	Gmelin, 1788	Picus canus tancolo Gmelin, 1788	subspecies
380497	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	flammeus	flammeus	(Pontoppidan, 1763)	Asio flammeus flammeus (Pontoppidan, 1763)	subspecies
380498	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	otus	otus	(Linnaeus, 1758)	Asio otus otus (Linnaeus, 1758)	subspecies
380499	Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	brodiei	pardalotum	(Burton, 1836)	Glaucidium brodiei pardalotum (Burton, 1836)	subspecies
380500	Animalia	Chordata	Aves	Strigiformes	Strigidae	Ketupa	flavipes		(Hodgson, 1836)	Ketupa flavipes  (Hodgson, 1836)	species
380501	Animalia	Chordata	Aves	Strigiformes	Strigidae	Ninox	scutulata	totogo	(Raffles, 1822)	Ninox scutulata totogo (Raffles, 1822)	subspecies
380502	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	bakkamoena	glabripes	Pennant, 1769	Otus bakkamoena glabripes Pennant, 1769	subspecies
380503	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	elegans	botelensis	(Cassin, 1852)	Otus elegans botelensis (Cassin, 1852)	subspecies
380505	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	spilocephalus	hambroecki	(Blyth, 1846)	Otus spilocephalus hambroecki (Blyth, 1846)	subspecies
380506	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	aluco	yamadae	Linnaeus, 1758	Strix aluco yamadae Linnaeus, 1758	subspecies
380507	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	leptogrammica	caligata	Temminck, 1832	Strix leptogrammica caligata Temminck, 1832	subspecies
380515	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	reevesi	micrurus	(Sclater, 1875)	Muntiacus reevesi micrurus (Sclater, 1875)	subspecies
380518	Animalia	Chordata	Mammalia	Carnivora	Felidae	Neofelis	nebulosa	brachyura	Swinhoe, 1862	Neofelis nebulosa brachyura Swinhoe, 1862	subspecies
380520	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra	lutra		(Linnaeus, 1758)	Lutra lutra  (Linnaeus, 1758)	species
380521	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes	flavigula	chrysospila	Swinhoe, 1866	Martes flavigula chrysospila Swinhoe, 1866	subspecies
380523	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	formosanus		(Lin & Harada, 1997)	Mustela formosanus  (Lin & Harada, 1997)	species
380525	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	thibetanus	formosanus	Swinhoe, 1864	Ursus thibetanus formosanus Swinhoe, 1864	subspecies
380526	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paguma	larvata	taivana	Swinhoe, 1862	Paguma larvata taivana Swinhoe, 1862	subspecies
380527	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Viverricula	indica	taivana	(Schwarz, 1911)	Viverricula indica taivana (Schwarz, 1911)	subspecies
380528	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	acutorostrata		Lacepede, 1804	Balaenoptera acutorostrata  Lacepede, 1804	species
380529	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	borealis		Lesson, 1828	Balaenoptera borealis  Lesson, 1828	species
380530	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	edeni		Anderson, 1879	Balaenoptera edeni  Anderson, 1879	species
380531	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	physalus		Linnaeus, 1758	Balaenoptera physalus  Linnaeus, 1758	species
380532	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		Gray	Megaptera novaeangliae  Gray	species
380534	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Feresa	attenuata		Gray, 1874	Feresa attenuata  Gray, 1874	species
380535	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	macrorhynchus		Gray, 1846	Globicephala macrorhynchus  Gray, 1846	species
380536	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Grampus	griseus		G. Cuvier, 1812	Grampus griseus  G. Cuvier, 1812	species
380537	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenodelphis	hosei		Fraser, 1956	Lagenodelphis hosei  Fraser, 1956	species
380538	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Orcinus	orca		Linnaeus, 1758	Orcinus orca  Linnaeus, 1758	species
380539	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Peponocephala	electra		Gray, 1846	Peponocephala electra  Gray, 1846	species
380540	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Pseudorca	crassidens		Owen, 1846	Pseudorca crassidens  Owen, 1846	species
380541	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Sousa	chinensis		Osbeck, 1765	Sousa chinensis  Osbeck, 1765	species
380542	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	attenuata		Gray, 1846	Stenella attenuata  Gray, 1846	species
380543	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	coeruleoalba		Meyen, 1833	Stenella coeruleoalba  Meyen, 1833	species
380544	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Stenella	longirostris		Gray, 1828	Stenella longirostris  Gray, 1828	species
380545	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Steno	bredanensis		G. Cuvier in Lesson, 1828	Steno bredanensis  G. Cuvier in Lesson, 1828	species
380546	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	aduncus		Ehrenberg, 1833	Tursiops aduncus  Ehrenberg, 1833	species
380547	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	truncatus		Montagu, 1821	Tursiops truncatus  Montagu, 1821	species
380548	Animalia	Chordata	Mammalia	Cetacea	Eschrichtiidae	Eschrichtius	robustus		Gray, 1864	Eschrichtius robustus  Gray, 1864	species
380549	Animalia	Chordata	Mammalia	Cetacea	Kogiidae	Kogia	breviceps		Blainville, 1838	Kogia breviceps  Blainville, 1838	species
380550	Animalia	Chordata	Mammalia	Cetacea	Kogiidae	Kogia	sima		Owen, 1866	Kogia sima  Owen, 1866	species
