name_code	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	scientificName	taxonRank
380610	Animalia	Chordata	Reptilia	Testudines	Geoemydidae	Chinemys	reevesii		Gray, 1831	Chinemys reevesii  Gray, 1831	species
380611	Animalia	Chordata	Reptilia	Testudines	Geoemydidae	Cuora	flavomarginata		Gray, 1863	Cuora flavomarginata  Gray, 1863	species
380612	Animalia	Chordata	Reptilia	Testudines	Geoemydidae	Mauremys	mutica		Cantor, 1842	Mauremys mutica  Cantor, 1842	species
380614	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	caretta		Linnaeus, 1758	Caretta caretta  Linnaeus, 1758	species
380615	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas		Gray, 1831	Chelonia mydas  Gray, 1831	species
380616	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Eretmochelys	imbricata		Conant, 1991	Eretmochelys imbricata  Conant, 1991	species
380617	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea		Eschscholtz, 1829	Lepidochelys olivacea  Eschscholtz, 1829	species
380618	Animalia	Chordata	Reptilia	Testudines	Dermochelidae	Dermochelys	coriacea		Vandelli, 1761	Dermochelys coriacea  Vandelli, 1761	species
380621	Animalia	Chordata	Reptilia	Squamata	Agamidae	Japalura	brevipes		Gressitt, 1936	Japalura brevipes  Gressitt, 1936	species
380622	Animalia	Chordata	Reptilia	Squamata	Agamidae	Japalura	luei		Ota, Chen & Shang, 1998	Japalura luei  Ota, Chen & Shang, 1998	species
380623	Animalia	Chordata	Reptilia	Squamata	Agamidae	Japalura	makii		Ota, 1989	Japalura makii  Ota, 1989	species
380627	Animalia	Chordata	Reptilia	Squamata	Anguidae	Ophisaurus	harti		Boulenger, 1899	Ophisaurus harti  Boulenger, 1899	species
380630	Animalia	Chordata	Reptilia	Squamata	Colubridae	Amphiesma	miyajimae		Maki, 1931	Amphiesma miyajimae  Maki, 1931	species
380639	Animalia	Chordata	Reptilia	Squamata	Colubridae	Elaphe	mandarinus		Stejneger, 1925	Elaphe mandarinus  Stejneger, 1925	species
380641	Animalia	Chordata	Reptilia	Squamata	Colubridae	Elaphe	taeniura		Smith, 1943	Elaphe taeniura  Smith, 1943	species
380642	Animalia	Chordata	Reptilia	Squamata	Colubridae	Enhydris	chinensis		Gray, 1842	Enhydris chinensis  Gray, 1842	species
380643	Animalia	Chordata	Reptilia	Squamata	Colubridae	Enhydris	plumbea		Boie, 1827	Enhydris plumbea  Boie, 1827	species
380654	Animalia	Chordata	Reptilia	Squamata	Colubridae	Rhabdophis	swinhonis		Günther, 1868	Rhabdophis swinhonis  Günther, 1868	species
380655	Animalia	Chordata	Reptilia	Squamata	Colubridae	Rhabdophis	tigrinus		Boie, 1826	Rhabdophis tigrinus  Boie, 1826	species
380657	Animalia	Chordata	Reptilia	Squamata	Colubridae	Sinonatrix	annularis		Hallowell, 1856	Sinonatrix annularis  Hallowell, 1856	species
380661	Animalia	Chordata	Reptilia	Squamata	Elapidae	Bungarus	multicinctus		Blyth, 1861	Bungarus multicinctus  Blyth, 1861	species
380664	Animalia	Chordata	Reptilia	Squamata	Elapidae	Naja	atra		Wüster, 1991	Naja atra  Wüster, 1991	species
380667	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gekko	kikuchii		Oshima, 1912	Gekko kikuchii  Oshima, 1912	species
380674	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Lepidodactylus	yami		Ota, 1987	Lepidodactylus yami  Ota, 1987	species
380686	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Takydromus	sauteri		Van Denburgh, 1909	Takydromus sauteri  Van Denburgh, 1909	species
380702	Animalia	Chordata	Reptilia	Squamata	Viperidae	Deinagkistrodon	acutus		Günther, 1888	Deinagkistrodon acutus  Günther, 1888	species
380703	Animalia	Chordata	Reptilia	Squamata	Viperidae	Ovophis	monticola		Günther, 1864	Ovophis monticola  Günther, 1864	species
380704	Animalia	Chordata	Reptilia	Squamata	Viperidae	Trimeresurus	gracilis		Oshima, 1920	Trimeresurus gracilis  Oshima, 1920	species
380705	Animalia	Chordata	Reptilia	Squamata	Viperidae	Trimeresurus	mucrosquamatus		Günther, 1864	Trimeresurus mucrosquamatus  Günther, 1864	species
380707	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	russellii		Strauch, 1869	Vipera russellii  Strauch, 1869	species
380992	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Hemimyzon	taitungensis		Tzeng & Shen, 1981	Hemimyzon taitungensis  Tzeng & Shen, 1981	species
380993	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Sinogastromyzon	puliensis		Liang, 1974	Sinogastromyzon puliensis  Liang, 1974	species
381020	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pararasbora	moltrechti		Regan, 1908	Pararasbora moltrechti  Regan, 1908	species
381023	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Metzia	formosae		(Oshima, 1920)	Metzia formosae  (Oshima, 1920)	species
381024	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Metzia	mesembrinum		(Jordan & Evermann, 1902)	Metzia mesembrinum  (Jordan & Evermann, 1902)	species
381028	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Squalidus	iijimae		Oshima, 1919	Squalidus iijimae  Oshima, 1919	species
382788	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	masou formosanus		(Jordan & Oshima, 1919)	Oncorhynchus masou formosanus  (Jordan & Oshima, 1919)	species
382917	Animalia	Chordata	Actinopterygii	Siluriformes	Amblycipitidae	Liobagrus	formosanus		Regan, 1908	Liobagrus formosanus  Regan, 1908	species
383544	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Sinogastromyzon	nantaiensis		Chen, Han & Fang, 2003	Sinogastromyzon nantaiensis  Chen, Han & Fang, 2003	species
385000	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Delphinus	delphis		Linnaeus, 1758	Delphinus delphis  Linnaeus, 1758	species
385001	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	omurai		Wada, Oishi & Yamada, 2003	Balaenoptera omurai  Wada, Oishi & Yamada, 2003	species
385002	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	musculus		(Linnaeus,1758)	Balaenoptera musculus  (Linnaeus,1758)	species
385003	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	brydei		Olsen, 1912	Balaenoptera brydei  Olsen, 1912	species
385010	Animalia	Chordata	Aves	Ciconiiformes	Laridae	Sterna	bernsteini		Schlegel, 1863	Sterna bernsteini  Schlegel, 1863	species
395247	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Squalidus	banarescui		Chen & Chang, 2007	Squalidus banarescui  Chen & Chang, 2007	species
402472	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aeolesthes	oenochrous		(Fairmaire, 1889)	Aeolesthes oenochrous  (Fairmaire, 1889)	species
404411	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phyllophorina	kotoshoensis		Shiraki, 1930	Phyllophorina kotoshoensis  Shiraki, 1930	species
404547	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	noctua	plumipes	(Scopoli, 1769)	Athene noctua plumipes (Scopoli, 1769)	subspecies
404548	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Aviceda	leuphotes	syama	(Dumont, 1820)	Aviceda leuphotes syama (Dumont, 1820)	subspecies
404551	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Buteo	hemilasius		Temminck & Schlegel, 1844	Buteo hemilasius  Temminck & Schlegel, 1844	species
404565	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	boyciana		Swinhoe, 1873	Ciconia boyciana  Swinhoe, 1873	species
404578	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Elanus	caeruleus	vociferus	(Desfontaines, 1789)	Elanus caeruleus vociferus (Desfontaines, 1789)	subspecies
404581	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	sulphurata		Temminck & Schlegel, 1848	Emberiza sulphurata  Temminck & Schlegel, 1848	species
404587	Animalia	Chordata	Aves	Ciconiiformes	Falconidae	Falco	amurensis		Radde, 1863	Falco amurensis  Radde, 1863	species
404588	Animalia	Chordata	Aves	Ciconiiformes	Falconidae	Falco	naumanni		Fleischer, 1818	Falco naumanni  Fleischer, 1818	species
404589	Animalia	Chordata	Aves	Passeriformes	Timaliidae	Garrulax	taewanus		Swinhoe, 1859	Garrulax taewanus  Swinhoe, 1859	species
404590	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Haliastur	indus	intermedius	(Boddaert, 1783)	Haliastur indus intermedius (Boddaert, 1783)	subspecies
404610	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Milvus	migrans	formosanus	(Boddaert, 1783)	Milvus migrans formosanus (Boddaert, 1783)	subspecies
404622	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	sunia	japonicus	(Hodgson, 1836)	Otus sunia japonicus (Hodgson, 1836)	subspecies
404624	Animalia	Chordata	Aves	Ciconiiformes	Pelecanidae	Pelecanus	crispus		Bruch, 1832	Pelecanus crispus  Bruch, 1832	species
404628	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Pernis	ptilorhynchus	orientalis	(Temminck, 1821)	Pernis ptilorhynchus orientalis (Temminck, 1821)	subspecies
404630	Animalia	Chordata	Aves	Ciconiiformes	Diomedeidae	Phoebastria	albatrus		(Pallas, 1769)	Phoebastria albatrus  (Pallas, 1769)	species
404632	Animalia	Chordata	Aves	Ciconiiformes	Diomedeidae	Phoebastria	nigripes		(Audubon, 1839)	Phoebastria nigripes  (Audubon, 1839)	species
404634	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Phylloscopus	ijimae		(Stejneger, 1892)	Phylloscopus ijimae  (Stejneger, 1892)	species
404650	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Rhyacornis	fuliginosa	affinis	(Vigors, 1831)	Rhyacornis fuliginosa affinis (Vigors, 1831)	subspecies
404671	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	capensis	pithecops	(A. Smith, 1834)	Tyto capensis pithecops (A. Smith, 1834)	subspecies
413087	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	fuca		Lai and Lue, 2008	Hynobius fuca  Lai and Lue, 2008	species
413088	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	glacialis		Lai and Lue, 2008	Hynobius glacialis  Lai and Lue, 2008	species
