name_code	common_name
203211	小葉括根
203212	絨葉括根
203213	鹿藿
203214	大花黃槐
203215	毛決明
203216	望江南
203217	決明
203218	田菁
203219	印度田菁
203220	薄萼坡油甘
203221	坡油甘
203222	苦參
203223	毛苦參
203224	筆花豆
203225	葫蘆茶
203226	白花鐵富豆
203227	黃花鐵富豆
203228	臺灣灰毛豆
203229	灰毛豆
203230	野黃豆
203231	黃菽草
203232	紅菽草
203233	菽草
203234	彎果葫蘆巴
203235	圓葉兔尾草
203236	兔尾草
203237	大葉兔尾草
203238	羽葉兔尾草
203239	多花野碗豆
203240	小巢豆
203241	野碗豆
203242	烏嘴豆
203243	腺藥豇豆
203244	野紅豆
203245	和氏豇豆
203246	長葉豇豆
203247	濱豇豆
203248	小豇豆
203249	小葉豇豆
203250	綠豆
203251	三裂葉豇豆
203252	曲毛豇豆
203253	赤小豆
203254	野豇豆
203255	丁葵草
203256	臺東葵草
203257	臺灣赤楊
203258	太魯閣千金榆
203259	阿里山千金榆
203260	蘭邯千金榆
203261	榛樹
203262	茅栗
203263	板栗
203265	單刺苦櫧
203266	反刺苦櫧
203267	星刺栲
203268	火燒柯
203269	臺灣苦櫧
203270	印度苦櫧
203271	大葉苦儲
203272	細刺苦櫧
203273	嶺南青剛櫟
203274	赤皮
203275	青剛櫟
203276	青剛櫟
203277	谷園青剛櫟
203278	圓果青剛櫟
203279	佳保台圓果青剛櫟
203280	圓果青剛櫟
203281	灰背櫟
203282	錐果櫟
203283	郭氏錐果櫟
203284	紫背錐果櫟
203285	錐果櫟
203286	赤柯
203287	黑櫟
203288	捲斗櫟
203289	波葉櫟
203290	白背櫟
203291	毽子櫟
203292	狹葉櫟
203293	臺灣水青岡
203294	烏來柯
203295	杏葉石櫟
203296	鬼石櫟
203298	加拉段柯
203299	後大埔石櫟
203300	柳葉石櫟
203301	臺灣石櫟
203302	子彈石櫟
203303	阿里山三斗石櫟
203304	細葉三斗石櫟
203305	三斗石櫟
203306	短尾葉石櫟
203307	大葉石櫟
203308	油葉石櫟
203309	南投石櫟
203310	浸水營石櫟
203311	菱果石櫟
203312	臺東石櫟
203313	麻櫟
203314	槲櫟
203315	孛孛櫟
203316	大槲樹
203317	槲樹
203318	思茅櫧櫟
203319	姥芽櫟
203320	高山櫟
203321	西班牙栓皮櫟
203322	太魯閣櫟
203323	銳葉高山櫟
203324	栓皮櫟
203326	蘭嶼念珠藤
203327	中國念珠藤
203328	臺灣念珠藤
203329	小錦蘭
203330	大錦蘭
203331	海檬果
203332	酸藤
203333	乳藤
203334	止瀉木
203335	山橙
203336	爬森藤
203337	蘿芙木
203338	蘭嶼馬蹄花
203339	臺灣絡石
203340	細梗絡石
203341	絡石
203342	蘭嶼絡石
203343	尖尾鳳
203344	隱鱗藤
203345	牛皮消
203346	薄葉牛皮消
203347	臺灣牛皮消
203348	蘭嶼牛皮消
203349	風不動
203350	華他卡藤
203351	武靴藤
203352	布朗藤
203353	舌瓣花
203354	臺灣牛彌菜
203355	夜香花
203356	疏花鷗蔓
203357	鷗蔓
203358	臺灣鷗蔓
203359	百金
203360	阿里山龍膽
203362	黃斑龍膽
203363	鴛鴦湖龍膽
203364	高山龍膽
203365	伊澤山龍膽
203366	高雄龍膽
203367	黑斑龍膽
203368	玉山龍膽
203369	太魯閣龍膽
203370	塔塔加龍膽
203371	厚葉龍膽
203372	臺東龍膽
203373	奇萊肋柱花
203374	黃花莕菜
203375	小莕菜
203376	龍骨瓣莕菜
203377	印度莕菜
203378	龍潭莕菜
203379	荇菜
203380	翼萼蔓
203381	阿里山當藥
203382	大籽當藥
203383	新店當藥
203384	高山當藥
203385	臺北肺形草
203386	高山肺形草
203387	玉山肺形草
203388	高山雙蝴蝶
203389	小葉雙蝴蝶
203390	臺灣肺形草
203391	揚波
203392	彎花醉魚木
203393	灰莉
203394	多花蓬萊葛
203395	垂花蓬萊葛
203396	偽木荔枝
203398	矮形光巾草
203399	臺灣馬錢
203400	棣慕華鳳仙花
203401	黃花鳳仙花
203402	紫花鳳仙花
203403	芹葉尨牛兒苗
203404	麝香尨牛兒苗
203405	野老鸛草
203406	單花牻牛兒苗
203407	牻牛兒苗
203408	漢紅魚腥草
203409	山牻牛兒苗
203410	老鸛草
203411	羞禮花
203412	臺灣山酢漿草
203413	大霸尖山酢漿草
203414	酢漿草
203415	紫花酢漿草
203416	小二仙草
203417	粉綠狐尾藻
203418	雙室狐尾藻
203419	聚藻
203420	烏蘇里聚藻
203421	菱
203422	鬼菱
203423	臺灣菱
203424	小葉瑞木
203425	臺灣瑞木
203426	尖葉水絲梨
203427	細葉蚊母樹
203428	蚊母樹
203429	秀柱花
203430	楓香
203431	水絲梨
203432	白花八角
203433	臺灣八角
203434	東亞八角
203435	南五味子
203436	菲律賓南五味子
203437	阿里山五味子
203438	黃杞
203439	野核桃
203440	化香樹
203441	細纍子草
203442	臥莖同籬生果草
203444	金平氏破布子
203445	高山倒提壺
203446	琉璃草
203447	小花倒提壺
203448	厚殼樹
203449	破皮烏
203450	長葉厚殼樹
203452	蘭嶼厚殼樹
203453	恒春厚殼樹
203454	山豆根
203455	狗尾草
203456	伏毛天芹菜
203457	梓木草
203458	野勿忘草
203459	盾果草
203460	白水木
203461	冷飯藤
203462	假酸漿
203464	臺灣附地草
203465	臺北附地草
203466	南湖附地草
203467	附地菜
203469	藿香
203470	匍伏筋骨草
203471	網果筋骨草
203472	日本筋骨草
203473	矮筋骨草
203474	金劍草
203476	小冠薰
203477	毛藥花
203478	風輪菜
203479	光風輪
203480	疏花風輪菜
203481	臺灣風輪菜
203482	到手香
203483	蘭嶼小鞘蕊花
203484	臺灣白木草
203485	香薷
203486	球花香薷
203487	金錢薄荷
203488	臺灣錐花
203489	短柄香苦草
203490	頭花香苦草
203491	穗花香苦草
203492	香苦草
203493	香茶菜
203494	大萼香茶菜
203495	鋸葉香茶菜
203496	大苞偏穗花
203497	寶蓋草
203498	塊莖小野芝麻
203499	益母草
203500	白花草
203501	地筍
203502	蜜蜂花
203503	薄荷
203504	仙草
203505	乾汗草
203506	粗鋸齒薺薴
203507	石薺薴
203508	羅勒
203509	美羅勒
203510	神羅勒
203511	野薄荷
203512	貓鬚草
203513	臺灣假糙蘇
203514	假糙蘇
203515	絨萼舞子草
203516	紫蘇
203517	耳葉刺蕊草
203518	臺灣刺蕊草
203519	水虎尾
203521	高山夏枯草
203522	掌狀野霍香
203523	阿里山紫花鼠尾草
203524	紅花鼠尾草
203525	臺灣紫花鼠尾草
203526	蕨葉紫花鼠尾草
203527	早田氏鼠尾草
203528	日本紫花鼠尾草
203529	隱藥鼠尾草
203530	黃花鼠尾草
203531	節毛鼠尾草
203532	卵葉鼠尾草
203533	南臺灣黃芩
203534	向天盞
203535	印度黃苓
203536	布烈氏黃芩
203537	臺灣黃芩
203538	田代氏黃苓
203539	田野水蘇
203540	長葉水蘇
203541	琉球鈴木草
203542	鈴木草
203543	二齒香科科
203544	臺灣香科科
203545	血見愁
203546	海茄冬
203547	杜虹花
203548	六龜粗糠樹
203549	長葉杜虹花
203550	灰背葉紫珠
203551	朝鮮紫珠
203552	鬼紫珠
203553	長葉紫珠
203554	細葉紫珠
203555	巒大紫珠
203556	疏花紫珠
203557	疏齒紫珠
203558	銳葉紫珠
203559	灰葉蕕
203560	白毛臭牡丹
203561	臭茉莉
203562	大青
203563	苦林盤
203564	龍船花
203565	花蓮海州常山
203566	海州常山
203567	馬櫻丹
203568	鴨舌癀
203569	恆春臭黃荊
203570	臭黃荊
203571	八脈臭黃荊
203572	毛魚臭木
203573	臭娘子
203574	爪楔翅藤
203575	長穗木
203576	柳葉馬鞭草
203577	狹葉馬鞭草
203578	馬鞭草
203579	黃荊
203580	山埔姜
203581	海埔姜
203582	三葉蔓荊
203584	呂宋青藤
203585	瓊楠
203586	華河瓊楠
203587	無根草
203588	牡丹葉桂皮
203589	小葉樟
203590	樟樹
203591	樟樹
203592	栳樟
203593	肉桂
203594	臺灣肉桂
203595	牛樟
203596	蘭嶼肉桂
203597	胡氏肉桂
203598	冇樟
203599	土肉桂
203600	土樟
203601	香桂
203602	天竺桂
203603	錫蘭肉桂
203604	厚殼桂
203605	土楠
203606	菲律賓厚殼桂
203607	腰果楠
203608	三蕊楠
203609	月桂
203610	天臺烏藥
203611	小葉烏藥
203612	內苳子
203613	香葉樹
203614	鐵釘樹
203615	白葉釣樟
203616	大香葉樹
203617	長葉木薑子
203618	銳脈木薑子
203619	屏東木薑子
203620	屏東木薑子
203621	竹頭角木薑子
203622	狹葉木薑子
203623	鹿皮斑木薑子
203624	山胡椒
203625	霧社木薑子
203626	蘭嶼木薑子
203627	黃肉樹
203628	李氏木薑子
203629	李氏木薑子
203630	能漢木薑子
203631	玉山木薑子
203632	佩羅特木薑子
203633	橢圓葉木薑子
203634	假長葉楠
203635	大葉楠
203636	小西氏楠
203637	恆春楨楠
203638	菲律賓楠
203639	豬腳楠
203640	青葉楠
203641	香楠
203642	銳葉新木薑子
203643	銳葉新木薑子
203644	變葉新木薑子
203645	高山新木薑子
203646	武威新木薑子
203647	石厝新木薑子
203648	大武新木薑子
203649	南仁新木薑子
203650	五掌楠
203651	小芽新木薑子
203652	白新木薑子
203653	金新木薑子
203654	白新木薑子
203655	蘭嶼新木薑子
203656	臺灣雅楠
203657	臺灣檫樹
203658	棋盤腳樹
203659	水茄苳
203660	裏白瓜馥木
203661	瓜馥木
203662	恒春哥納香
203663	琉球暗羅
203666	臺灣烏心石
203667	蘭嶼烏心石
203668	蘭嶼肉豆蔻
203669	紅頭肉豆蔻
203670	木棉
203671	腺葉杜英
203672	薯豆
203673	繁花薯豆
203674	球果杜英
203675	杜英
203676	蘭嶼杜英
203677	猴歡喜
203678	香葵
203679	泡果莔
203680	大葉莔麻
203681	冬葵子
203682	畿內冬葵子
203683	木芙蓉
203684	刺芙蓉
203685	木槿
203686	山芙蓉
203687	黃槿
203688	旋葵
203689	圓葉錦葵
203690	華錦葵
203691	賽葵
203692	穗花賽葵
203693	細葉金午時花
203694	圓葉金午時花
203695	爪哇金午時花
203696	薄葉金午時花
203697	恆春金午時花
203698	擬金午時花
203699	澎湖金午時花
203700	繖楊
203701	野棉花
203702	梵天花
203703	梧桐
203704	山芝麻
203705	銀葉樹
203706	克蘭樹
203707	野路葵
203708	翅子樹
203709	臺灣梭羅樹
203710	蘭嶼蘋婆
203711	草梧桐
203712	六翅木
203713	繩黃麻
203714	短莖繩黃麻
203715	黃麻
203716	山麻
203717	大葉捕魚木
203718	小葉捕魚木
203719	菱葉捕魚木
203720	西印度櫻桃
203721	垂桉草
203722	長葉垂桉草
203723	菲島垂桉草
203724	臭垂桉草
203725	青楊梅
203726	楊梅
203727	欖李
203728	欖仁
203729	水莧菜
203730	長葉水莧菜
203731	多花水莧菜
203732	克非亞草
203733	九芎
203734	水芫花
203735	印度水豬母乳
203736	輪生葉水豬母乳
203737	美洲水豬母乳
203738	五蕊水豬母乳
203739	水豬母乳
203741	瓦氏水豬母乳
203742	大野牡丹
203743	深山野牡丹
203744	柏拉木
203745	小金石榴
203746	圓葉布勒德藤
203747	布勒德藤
203748	金石榴
203749	毛野牡丹藤
203750	臺灣野牡丹藤
203751	蘭嶼野牡丹藤
203752	基尖葉野牡丹
203753	野牡丹
203754	水社野牡丹
203755	革葉羊角扭
203756	金錦香
203757	闊葉金錦香
203758	糙葉耳藥花
203759	臺灣厚距花
203760	肉穗野牡丹
203761	東方肉穗野牡丹
203762	三蕊草
203763	賽赤楠
203764	十子木
203765	桃金孃
203766	小葉赤楠
203768	細脈赤楠
203769	臺灣赤楠
203770	高士佛赤楠
203771	疏脈赤楠
203772	蘭嶼赤楠
203773	臺灣捧花蒲桃
203774	大花赤楠
203775	高山露珠草
203776	心葉露珠草
203777	臺灣露珠草
203778	禿梗露珠草
203779	黑龍江柳葉菜
203780	短葉柳葉菜
203781	合歡柳葉菜
203782	南湖柳葉菜
203783	彭氏柳葉菜
203784	闊柱柳葉菜
203785	臺灣柳葉菜
203786	臺灣水龍
203787	白花水龍
203788	假柳葉菜
203789	細葉水丁香
203790	水丁香
203791	卵葉水丁香
203792	小花水丁香
203793	月見草
203794	黃花月見草
203795	裂葉月見草
203796	待宵草
203797	四翅月見草
203798	臺灣瑞香
203799	芫花
203800	白花瑞香
203801	玉山瑞香
203802	矮瑞香
203803	南嶺蕘花
203804	披針葉蕘花
203805	紅蕘花
203806	倒卵葉蕘花
203807	臺灣蕘花
203808	金錢草
203809	長葉茅膏菜
203810	茅膏菜
203811	小毛氈苔
203812	蓴
203813	金魚藻
203814	細金魚藻
203815	五角金魚藻
203816	蓮
203817	芡
203818	臺灣萍蓬草
203819	藍睡蓮
203820	睡蓮
203821	伏莖紫菫
203822	刻葉紫菫
203823	密花黃菫
203824	疏花黃菫
203825	彎果黃菫
203826	黃菫
203827	黃菫
203828	凹子黃菫
203829	小花黃菫
203830	臺灣黃菫
203831	球果紫菫
203832	薊罌粟
203833	博落迴
203834	鬼罌粟
203835	虞美人
203836	臺灣及己
203837	草珊瑚
203838	椒草
203840	草胡椒
203841	小椒草
203842	蘭嶼椒草
203843	紅莖椒草
203844	蘭嶼風藤
203845	荖藤
203846	多脈風藤
203847	風藤
203848	恒春風藤
203849	綠島風藤
203851	薄葉風藤
203852	臺灣荖藤
203853	臺灣胡椒
203854	蕺菜
203855	三白草
203856	車前草
203857	長葉車前草
203858	巨葉車前草
203859	大車前草
203860	毛車前草
203861	石蓯蓉
203862	烏芙蓉
203863	烏面馬
203864	猿尾藤
203865	刺葉黃褥花
203866	黃褥花
203867	墨西哥黃褥花
203868	翅實藤
203869	三星果藤
203870	寄生鱗葉草
203871	巨葉花遠志
203872	無柄花瓜子金
203873	瓜子金
203874	圓錐花遠志
203875	小扁豆
203876	齒果草
203877	珊瑚藤
203878	赤地利
203879	扁蓄
203880	毛蓼
203881	火炭母草
203882	櫻蓼
203883	虎杖
203884	水紅骨蛇
203885	高山蓼
203886	宜蘭蓼
203887	紅辣蓼
203888	長箭葉蓼
203889	水蓼
203890	蠶繭草
203891	白苦柱
203892	早苗蓼
203893	睫穗蓼
203894	長戟葉蓼
203895	盤腺蓼
203896	臺灣何首烏
203897	小花蓼
203898	野蕎麥
203899	紅蓼
203900	扛板歸
203901	春蓼
203902	畢祿山蓼
203903	假扁蓄
203904	花蓼
203905	細葉雀翹
203906	八字蓼
203907	絨毛蓼
203908	散血丹
203909	箭葉蓼
203910	糙葉蓼
203911	刺蓼
203912	戟葉蓼
203913	細葉蓼
203914	金線草
203915	香蓼
203916	酸模
203917	小酸模
203918	皺葉酸模
203919	皺葉酸模
203920	羊蹄
203921	連明子
203922	小羊蹄
203923	大羊蹄
203924	屯鹿紫金牛
203925	華紫金牛
203926	雨傘仔
203928	玉山紫金牛
203930	珠砂根
203931	百兩金
203932	蘭嶼紫金牛
203933	紫金牛
203934	高士佛紫金牛
203935	麥氏紫金牛
203936	輪葉紫金牛
203937	小葉樹杞
203938	樹杞
203939	雪下紅
203940	裡菫紫金牛
203941	黑星紫金牛
203942	藤毛木槲
203943	賽山椒
203944	野山椒
203945	山桂花
203946	蘭嶼山桂花
203947	臺灣山桂花
203948	鯽魚膽
203949	小葉鐵仔
203950	大明橘
203951	蔓竹杞
203952	琉璃繁縷
203953	地錢草
203954	臺灣排香
203955	排香草
203956	清水山過路黃
203957	臺灣珍珠菜
203958	異葉珍珠菜
203959	星宿菜
203960	小茄
203961	茅毛珍珠菜
203962	黑點珍珠菜
203963	蓬萊珍珠菜
203964	玉山櫻草
203965	施丁草
203966	臺灣胡頹子
203967	藤胡頹子
203968	慈恩胡頹子
203969	大橋胡頹子
203970	椬梧
203971	太魯閣胡頹子
203972	鄧氏胡頹子
203973	菲律賓胡頹子
203974	小葉胡頹子
203975	紅葉樹
203976	山龍眼
203977	蓮花池山龍眼
203978	菱形奴草
203979	臺灣奴草
203980	長葉小檗
203981	高山小檗
203982	清水山小檗
203983	臺灣小蘗
203984	眠月小檗
203985	玉山小蘗
203986	太魯閣小檗
203987	十大功勞
203988	阿里山十大功勞
203990	臺灣馬桑
203991	長序木通
203992	白木通
203993	鈍藥野木瓜
203994	石月
203995	紫花野木瓜
203996	樟葉木防己
203997	木防己
203998	土防己
203999	蘭嶼土防己
204000	臺灣土防己
204001	蓬萊藤
204002	漢防己
204003	大還魂
204004	毛千金藤
204005	千金藤
204006	蘭嶼千金藤
204007	石蟾蜍
204008	恆春青牛膽
204009	蔓烏頭
204010	臺灣烏頭
204011	匍枝銀蓮花
204012	小白頭翁
204013	多果雞爪草
204014	單穗升麻
204015	屏東鐵線蓮
204016	威靈仙
204017	厚葉鐵線蓮
204018	臺灣鐵線蓮
204019	梨山小蓑衣藤
204020	串鼻龍
204021	亨利氏鐵線蓮
204022	亨利氏鐵線蓮
204023	森氏鐵線蓮
204024	小木通
204025	銹毛鐵線蓮
204026	麥氏鐵線蓮
204027	繡球藤
204028	巴氏鐵線蓮
204029	臺灣草牡丹
204030	田村氏鐵線蓮
204031	田代氏鐵線蓮
204032	鵝鑾鼻鐵線蓮
204033	高山鐵線蓮
204034	柱果鐵線蓮
204035	毛果鐵線蓮
204036	柱果鐵線蓮
204037	五葉黃連
204038	鐵線蕨葉人字果
204039	禺毛茛
204040	掌葉毛莨
204041	蓬萊毛莨
204042	毛莨
204043	高山毛莨
204044	森氏毛莨
204045	南湖毛莨
204046	石龍芮
204047	揚子毛茛
204048	鹿場毛莨
204049	小毛莨
204050	微毛爪哇唐松草
204051	密葉唐松草
204052	南湖唐松草
204053	玉山唐松草
204054	傅氏唐松草
204055	大花傅氏唐松草
204056	傅氏唐松草
204057	臺灣金蓮花
204058	紫珠葉泡花
204059	山豬肉
204060	筆羅子
204061	綠樟
204062	臺灣清風藤
204063	阿里山清風藤
204064	火筒樹
204065	菲律賓火筒樹
204066	阿里山黃鱔藤
204067	奮起湖黃鱔藤
204068	臺灣黃鱔藤
204069	小葉黃鱔藤
204070	大黃鱔藤
204071	亞洲濱棗
204072	馬甲子
204073	清水鼠李
204074	塔山鼠李
204075	鈍齒鼠李
204076	桶鉤藤
204077	變葉鼠李
204078	中原氏鼠李
204079	小葉鼠李
204080	畢祿山鼠李
204081	巒大雀梅藤
204082	雀梅藤
204083	臺灣雀梅藤
204084	翼核木
204085	光果翼核木
204086	毛山葡萄
204087	漢氏山葡萄
204088	廣東山葡萄
204089	大葉廣東山葡萄
204090	虎葛
204091	海岸烏斂莓
204092	紅毛粉藤
204093	五葉粉藤
204094	蘭嶼粉藤
204095	翼莖粉藤
204096	粉藤
204097	地錦
204098	翼柄崖爬藤
204099	苗栗崖爬藤
204100	三葉崖爬藤
204101	臺灣崖爬藤
204102	光葉葡萄
204103	小葉葛藟
204104	基隆葡萄
204105	細本葡萄
204106	小葉葡萄
204108	紅海欖
204109	蘭嶼牛栓藤
204110	紅葉藤
204111	落地生根
204112	穗花八寶
204113	鵝鑾鼻燈籠草
204114	小燈籠草
204115	倒吊蓮
204116	蘭嶼燈籠草
204117	星果佛甲草
204118	珠芽佛甲草
204119	杉葉佛甲草
204120	大葉火焰草
204121	紅子佛甲草
204122	臺灣佛甲草
204123	松葉佛甲草
204124	小萼佛甲草
204125	玉山佛甲草
204126	能高佛甲草
204127	尖萼佛甲草
204128	石碇佛甲草
204129	火焰草
204130	疏花佛甲草
204131	大葉海桐
204132	疏果海桐
204133	細葉疏果海桐
204134	疏果海桐
204135	蘭嶼海桐
204136	七里香
204137	海桐
204138	龍牙草
204139	赤楊葉梨
204140	平枝舖地蜈蚣
204141	臺灣舖地蜈蚣
204142	玉山舖地蜈蚣
204143	樂山舖地蜈蚣
204144	高山栒子
204145	臺灣蛇莓
204146	蛇莓
204147	武威山枇杷
204148	山枇杷
204149	臺灣蚊子草
204151	臺灣草莓
204152	臺灣蘋果
204153	湖北海棠
204154	小石積
204155	華西小石積
204156	小花金梅
204157	玉山假沙梨
204158	臺東石楠
204159	毛瓣石楠
204160	石楠
204161	委陵菜
204162	翻白草
204163	玉山金梅
204164	高山翻白草
204165	日本翻白草
204166	雪山翻白草
204167	臺灣老葉兒樹
204168	臺灣石楠
204169	清水石楠
204170	小葉石楠
204171	假皂莢
204172	布氏稠李
204173	山櫻花
204174	蘭嶼野櫻花
204175	太平山櫻花
204176	梅
204177	臺灣稠李
204178	黑星櫻
204179	冬青葉桃仁
204180	庭梅
204181	霧社山櫻花
204182	山白櫻
204183	阿里山櫻花
204184	黃土樹
204185	臺灣火刺木
204186	豆梨
204187	臺灣野梨
204188	恆春石斑木
204189	石斑木
204190	厚葉石斑木
204191	琉球野薔薇
204192	濱野薔薇
204193	小果薔薇
204194	金櫻子
204195	光葉薔薇
204197	臺灣光葉薔薇
204198	臺灣野薔薇
204199	太魯閣薔薇
204200	山薔薇
204201	玉山野薔薇
204202	小金櫻
204203	高山薔薇
204204	羽萼懸鉤子
204205	榿葉懸鉤子
204206	灰葉懸鉤子
204207	寒莓
204208	變葉懸鉤子
204209	虎婆刺
204210	禿懸鉤子
204211	裂緣苞懸鉤子
204212	臺灣懸鉤子
204213	梣葉懸鉤子
204214	蘭嶼榿葉懸鉤子
204215	胡氏懸鉤子
204216	桑葉懸鉤子
204217	高梁泡
204218	蘭嶼懸鉤子
204219	柳氏懸鉤子
204220	裏白懸鉤子
204221	尾葉懸鉤子
204222	粗毛懸鉤子
204223	白絨懸鉤子
204224	小梣葉懸鉤子
204225	紅梅消
204226	紅梅消
204227	臺東紅梅消
204228	刺萼寒梅
204229	清水懸鉤子
204230	刺懸鉤子
204231	毛刺懸鉤子
204232	刺懸鉤子
204233	梨葉懸鉤子
204234	李棟山懸鉤子
204235	高山懸鉤子
204236	刺莓
204237	紅腺懸鉤子
204238	斯氏懸鉤子
204239	臺東刺花懸鉤子
204240	刺花懸鉤子
204241	臺東刺花懸鉤子
204242	臺灣莓
204243	苦懸鉤子
204244	鬼懸鉤子
204245	玉里懸鉤子
204246	臺灣地榆
204247	五蕊莓
204248	巒大花楸
204249	臺灣繡線菊
204250	假繡線菊
204251	玉山繡線菊
204252	笑靨花
204253	太魯閣繡線菊
204254	冠蕊木
204255	落新婦
204256	阿里山落新婦
204257	臺灣草紫陽花
204258	青貓兒眼睛草
204259	大武貓兒眼睛草
204260	臺灣貓兒眼睛草
204261	心基葉溲疏
204262	大葉溲疏
204263	臺灣溲疏
204264	狹瓣八仙花
204265	藤繡球
204266	高山藤繡球
204267	華八仙
204268	大枝掛繡球
204269	長葉繡球
204270	水亞木
204271	鼠刺
204272	小花鼠刺
204273	臺灣嗩吶草
204274	梅花草
204275	青棉花
204276	臺灣茶藨子
204277	虎耳草
204278	圓葉鑽地風
204279	黃水枝
204281	水冠草
204283	朴萊木
204284	風箱樹
204285	瓢簞藤
204286	無刺伏牛花
204287	伏牛花
204288	小牙草
204289	維州鈕扣草
204290	刺果豬殃殃
204291	圓葉豬殃殃
204294	森氏豬殃殃
204295	南湖大山豬殃殃
204296	豬殃殃
204297	豬殃殃
204298	臺灣豬殃殃
204299	太魯閣豬殃殃
204300	小葉四葉葎
204301	山黃梔
204302	苞花蔓
204303	葛塔德木
204305	雙花耳草
204306	擬定經草
204307	臭涼喉茶
204308	金毛耳草
204309	繖花龍吐珠
204310	定經草
204311	南投涼喉茶
204313	脈耳草
204314	纖花耳草
204315	粗葉耳草
204316	小仙丹花
204317	密毛雞屎樹
204318	大葉密毛雞屎樹
204319	文山雞屎樹
204320	白果雞屎樹
204321	柯氏雞屎樹
204322	毛雞屎樹
204323	琉球雞屎樹
204324	臺灣雞屎樹
204325	棲蘭山雞屎樹
204326	日本雞屎樹
204327	粗毛日本雞屎樹
204328	小葉雞屎樹
204329	薄葉雞屎樹
204330	雞屎樹
204331	清水氏雞屎樹
204332	臺東雞屎樹
204333	長苞雞屎樹
204334	圓葉雞屎樹
204335	壺冠木
204336	蔓虎刺
204337	檄樹
204338	羊角藤
204339	大葉玉葉金花
204340	毛玉葉金花
204341	欖仁舅
204342	紅果深柱夢草
204343	黑果深柱夢草
204344	早田氏蛇根草
204345	蛇根草
204346	小花蛇根草
204347	白花蛇根草
204348	毛雞屎藤
204349	雞屎藤
204351	九節木
204352	蘭嶼九節木
204353	琉球九節木
204354	拎壁龍
204355	臺北茜草樹
204356	茜草樹
204357	華茜草樹
204358	對面花
204359	大果玉心花
204360	巴西擬鴨舌癀
204361	鴨舌癀
204362	紅藤仔草
204363	直立紅藤草
204364	金劍草
204365	林氏茜草
204366	六月雪
204367	水冬瓜
204368	光葉鴨舌廣舅
204369	闊葉鴨舌廣舅
204370	蔓鴨舌廣舅
204371	小鴨舌廣舅
204372	薄葉玉心花
204373	大果玉心花
204374	錫蘭玉心花
204375	貝木
204376	狗骨仔
204377	臺灣鉤藤
204378	恆春鉤藤
204379	嘴葉鉤藤
204380	水金京
204381	呂宋水錦樹
204382	水錦樹
204383	臺灣纖花草
204384	褐毛柳
204385	薄葉柳
204386	褐毛柳
204387	白毛柳
204388	水社柳
204389	關山嶺柳
204390	臺灣山柳
204391	玉山柳
204392	臺灣山柳
204393	高山柳
204394	水柳
204395	粗穗蛇菰
204396	筆頭蛇菰
204397	穗花蛇菰
204398	海桐生蛇菰
204399	檜葉寄生
204400	椆樹桑寄生
204401	高氏桑寄生
204402	木蘭桑寄生
204403	大葉桑寄生
204404	大花忍冬葉桑寄生
204405	忍冬葉桑寄生
204406	松寄生
204408	恆春桑寄生
204409	杜鵑桑寄生
204410	李棟山桑寄生
204411	埔姜桑寄生
204412	蓮華池寄生
204413	臺灣槲寄生
204414	柿寄生
204415	椆櫟柿寄生
204416	刀葉槲寄生
204417	菲律賓鐵青樹
204418	青皮木
204419	山柚
204420	百蕊草
204421	樟葉槭
204422	臺灣三角楓
204423	尖葉槭
204424	臺灣紅榨槭
204425	臺灣掌葉槭
204426	青楓
204427	山羨子
204428	黃連木
204429	臺灣藤漆
204430	裏白漆
204431	羅氏鹽膚木
204432	木蠟樹
204433	野漆樹
204434	鈍葉大果漆
204435	臺東漆樹
204436	鐘萼木
204437	蘭嶼樹蘭
204438	大葉樹蘭
204439	紅柴
204440	穗花樹蘭
204441	蘭嶼擬樫木
204442	蘭嶼椌木
204443	紅果椌木
204444	大花椌木
204445	楝
204446	降真香
204447	臭節草
204448	來母
204449	臺灣香檬
204450	橘柑
204451	南庄橙
204452	短柱黃皮
204453	過山香
204454	石苓舅
204455	三腳虌
204456	山刈葉
204457	假三腳虌
204458	蘭嶼月橘
204459	山黃皮
204460	月橘
204461	長果月橘
204462	臺灣黃蘗
204463	烏柑仔
204464	阿里山茵芋
204465	顯脈茵芋
204466	深紅茵芋
204467	賊仔樹
204468	吳茱萸
204469	飛龍掌血
204470	食茱萸
204471	秦椒
204472	蘭嶼花椒
204473	雙面刺
204474	三葉花椒
204475	藤花椒
204476	翼柄花椒
204477	刺花椒
204478	屏東花椒
204479	止宮樹
204480	倒地鈴
204481	車桑子
204483	賽欒華
204484	臺灣欒樹
204485	荔枝
204486	番龍眼
204487	無患子
204488	臭椿
204489	鴉膽子
204490	苦樹
204491	野鴨椿
204492	山香圓
204493	羽葉山香圓
204494	三葉山香圓
204495	臺灣蒺藜
204496	蒺藜
204497	尼氏擬馬偕花
204498	賽山藍
204499	針刺草
204500	華九頭獅子草
204501	蘆利草
204502	直立半插花
204503	恆春半插花
204504	匍匐半插花
204505	水蓑衣
204506	大安水蓑衣
204507	小獅子草
204508	柳葉水蓑衣
204509	槍刀菜
204510	六角英
204511	尖尾鳳
204512	早田氏爵床
204513	密毛爵床
204514	狹葉爵床
204515	爵床
204516	花蓮爵床
204517	銀脈爵床
204518	臺灣鱗球花
204519	卵葉鱗球花
204520	小琉球鱗球花
204521	柳葉鱗球花
204522	九頭獅子草
204523	長花九頭獅子草
